dataset_id , datastructure_id ,owner, project,Semantic Coverage, variable_id,variable_label,variable_concept_entity,variable_concept_caracteristic,dataType,unit,data points
245,268,Kai Uwe Totsche -,D03,50,50,2714,Soil Temperature_mean (Depth: 45cm, rep.#: 3),http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/PATO_0000146,Celsius,Decimal,5618900
245,268,Kai Uwe Totsche -,D03,50,50,2715,Soil Temperature_max (Depth: 45cm, rep.#: 3),http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/PATO_0000146,Celsius,Decimal,5618900
245,268,Kai Uwe Totsche -,D03,50,50,2716,Soil Temperature_min (Depth: 45cm, rep.#: 3),http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/PATO_0000146,Celsius,Decimal,5618900
245,268,Kai Uwe Totsche -,D03,50,50,2717,Dielectric permittivity (Depth: 45cm, rep.#: 3),http://purl.obolibrary.org/obo/ENVO_00001998,http://sweet.jpl.nasa.gov/2.3/propCharge.owl#Permittivity,none,decimal,5618900
245,268,Kai Uwe Totsche -,D03,50,50,2718,Volumentric water content (Depth: 45cm, rep.#: 3),http://purl.obolibrary.org/obo/ENVO_00001998,http://www.purl.dataone.org/odo/ECSO_00010077,Percent,Decimal,5618900
246,270,Nico Jehmlich -,A04,8,8,2727,Protein_group_ID,http://purl.obolibrary.org/obo/PR_000000001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,Number,26544
246,270,Nico Jehmlich -,A04,8,8,2728,Phylum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45277,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,Text,26544
246,270,Nico Jehmlich -,A04,8,8,2729,Class,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45280,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,Text,26544
246,270,Nico Jehmlich -,A04,8,8,2730,Order,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45287,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,Text,26544
246,270,Nico Jehmlich -,A04,8,8,2731,F1C1_4,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,26544
246,270,Nico Jehmlich -,A04,8,8,2732,F1m3_4,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,26544
246,270,Nico Jehmlich -,A04,8,8,2733,F1C1_16,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,26544
246,270,Nico Jehmlich -,A04,8,8,2734,F1C2_16,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,26544
247,277,Nico Jehmlich -,A04,9,9,2743,Protein_group_ID,http://purl.obolibrary.org/obo/PR_000000001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,Number,29862
247,277,Nico Jehmlich -,A04,9,9,2744,KEGG-number,http://purl.obolibrary.org/obo/MI_0470,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,29862
247,277,Nico Jehmlich -,A04,9,9,2745,Metabolism,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C19536,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,string,29862
247,277,Nico Jehmlich -,A04,9,9,2746,Pathway,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C54214,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,string,29862
247,277,Nico Jehmlich -,A04,9,9,2747,Enzyme,http://purl.obolibrary.org/obo/OBI_0000427,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,string,29862
247,277,Nico Jehmlich -,A04,9,9,2748,F1C1_4,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,29862
247,277,Nico Jehmlich -,A04,9,9,2749,F1m3_4,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,29862
247,277,Nico Jehmlich -,A04,9,9,2750,F1C1_16,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,29862
247,277,Nico Jehmlich -,A04,9,9,2751,F1C2_16,http://id.loc.gov/authorities/subjects/sh85119573,http://purl.obolibrary.org/obo/PR_000000001,none,double,29862
251,406,Anke Hildebrandt -,B02,18,18,2829,DateTime,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,none,date,1152
251,406,Anke Hildebrandt -,B02,18,18,2830,Event_ID,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,1152
251,406,Anke Hildebrandt -,B02,18,18,2831,delta_T,http://purl.obolibrary.org/obo/PATO_0000165,http://purl.obolibrary.org/obo/NCIT_C54126,none,Number,1152
251,406,Anke Hildebrandt -,B02,18,18,2832,Tree_ID,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,number,1152
251,406,Anke Hildebrandt -,B02,18,18,2833,X,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2834,Y,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2835,Tree_species,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,none,String,1152
251,406,Anke Hildebrandt -,B02,18,18,2836,tree_dbh,http://purl.dataone.org/odo/ECSO_00000501,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C25285,Meter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2837,P_SF_W_l,http://purl.dataone.org/odo/ECSO_00000501,http://purl.jp/bio/4/id/200906095629312193,Liter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2838,P_SF_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1152
251,406,Anke Hildebrandt -,B02,18,18,2839,Conc_SF_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2840,Conc_SF_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1152
251,406,Anke Hildebrandt -,B02,18,18,2841,Conc_SF_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2842,Conc_SF_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1152
251,406,Anke Hildebrandt -,B02,18,18,2843,Conc_SF_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2844,Conc_SF_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1152
251,406,Anke Hildebrandt -,B02,18,18,2845,Conc_SF_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1152
251,406,Anke Hildebrandt -,B02,18,18,2846,Conc_SF_W_Nmin_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1152
253,407,Anke Hildebrandt -,B02,40,41,2847,DateTime,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,none,date,6888
253,407,Anke Hildebrandt -,B02,40,41,2848,Event_ID,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,6888
253,407,Anke Hildebrandt -,B02,40,41,2849,delta_T,http://purl.obolibrary.org/obo/PATO_0000165,http://purl.obolibrary.org/obo/NCIT_C54126,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2850,Location_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2851,X,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2852,Y,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2853,TF_Treatment,No Annotation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25447,none,String,6888
253,407,Anke Hildebrandt -,B02,40,41,2854,SF_Treatment,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25167,none,String,6888
253,407,Anke Hildebrandt -,B02,40,41,2855,Vegetation,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,none,string,6888
253,407,Anke Hildebrandt -,B02,40,41,2856,Q_lys30_W_L,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2857,Qmin_lys30_W_L,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2858,Q_lys30_W_mm,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Millimeter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2859,Q_lys30_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,number,6888
253,407,Anke Hildebrandt -,B02,40,41,2860,Conc_lys30_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2862,Conc_lys30_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2863,Conc_lys30_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2864,Conc_lys30_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2865,Conc_lys30_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2866,Conc_lys30_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2867,Conc_lys30_W_Nmin_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2868,P_g_W_mm,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/OBI_0600034,Millimeter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2869,P_g_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2870,Conc_g_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2871,Conc_g_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2872,Conc_g_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2873,Conc_g_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2874,Conc_g_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2875,Conc_g_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2876,Conc_g_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2877,Conc_g_W_N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2878,P_TF_W_mm,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/OBI_0600034,Millimeter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2879,P_TF_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2880,Conc_TF_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2881,Conc_TF_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2882,Conc_TF_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2883,Conc_TF_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2884,Conc_TF_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2885,Conc_TF_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2886,Conc_TF_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6888
253,407,Anke Hildebrandt -,B02,40,41,2887,Conc_TF_W_N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
253,407,Anke Hildebrandt -,B02,40,41,2861,Conc_lys30_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6888
255,408,Gerd Gleixner -,A02,0,8,2888,Order File ID,No Annotation,No Annotation,none,Number,109184
255,408,Gerd Gleixner -,A02,0,8,2889,Sample Year,No Annotation,No Annotation,Year,Number,109184
255,408,Gerd Gleixner -,A02,0,8,2890,Sample Year No.,No Annotation,No Annotation,none,Number,109184
255,408,Gerd Gleixner -,A02,0,8,2891,Sample Name,No Annotation,No Annotation,none,String,109184
255,408,Gerd Gleixner -,A02,0,8,2892,Parameter Name,No Annotation,No Annotation,none,String,109184
255,408,Gerd Gleixner -,A02,0,8,2893,Result,No Annotation,No Annotation,none,String,109184
255,408,Gerd Gleixner -,A02,0,8,2894,Unit,No Annotation,No Annotation,none,String,109184
255,408,Gerd Gleixner -,A02,0,8,2895,Sample Comment,No Annotation,No Annotation,none,String,109184
256,407,Anke Hildebrandt -,B02,40,41,2847,DateTime,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,none,date,6396
256,407,Anke Hildebrandt -,B02,40,41,2848,Event_ID,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,6396
256,407,Anke Hildebrandt -,B02,40,41,2849,delta_T,http://purl.obolibrary.org/obo/PATO_0000165,http://purl.obolibrary.org/obo/NCIT_C54126,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2850,Location_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2851,X,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2852,Y,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2853,TF_Treatment,No Annotation,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25447,none,String,6396
256,407,Anke Hildebrandt -,B02,40,41,2854,SF_Treatment,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25167,none,String,6396
256,407,Anke Hildebrandt -,B02,40,41,2855,Vegetation,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,none,string,6396
256,407,Anke Hildebrandt -,B02,40,41,2856,Q_lys30_W_L,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2857,Qmin_lys30_W_L,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2858,Q_lys30_W_mm,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#GroundWater,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72076,Millimeter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2859,Q_lys30_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,number,6396
256,407,Anke Hildebrandt -,B02,40,41,2860,Conc_lys30_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2862,Conc_lys30_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2863,Conc_lys30_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2864,Conc_lys30_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2865,Conc_lys30_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2866,Conc_lys30_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2867,Conc_lys30_W_Nmin_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2868,P_g_W_mm,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/OBI_0600034,Millimeter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2869,P_g_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2870,Conc_g_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2871,Conc_g_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2872,Conc_g_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2873,Conc_g_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2874,Conc_g_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2875,Conc_g_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2876,Conc_g_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2877,Conc_g_W_N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2878,P_TF_W_mm,http://purl.obolibrary.org/obo/ENVO_00001998,http://purl.obolibrary.org/obo/OBI_0600034,Millimeter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2879,P_TF_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2880,Conc_TF_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
256,407,Anke Hildebrandt -,B02,40,41,2881,Conc_TF_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,6396
256,407,Anke Hildebrandt -,B02,40,41,2882,Conc_TF_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,miligram Nitrogen per Liter,Decimal,6396
